Tumor_name,Abbr,Samples,TSS_code,Tumor_id
Colon adenocarcinoma,COAD,TCGA-AA-3510-01,AA,10
Colon adenocarcinoma,COAD,TCGA-AA-3511-01,AA,10
Colon adenocarcinoma,COAD,TCGA-AA-3655-01,AA,10
Colon adenocarcinoma,COAD,TCGA-AA-3712-01,AA,10
Colon adenocarcinoma,COAD,TCGA-AA-3713-01,AA,10
Colon adenocarcinoma,COAD,TCGA-AD-5900-01,AD,10
Colon adenocarcinoma,COAD,TCGA-AD-6548-01,AD,10
Colon adenocarcinoma,COAD,TCGA-AD-6889-01,AD,10
Colon adenocarcinoma,COAD,TCGA-AD-6899-01,AD,10
Colon adenocarcinoma,COAD,TCGA-AD-6965-01,AD,10
Colon adenocarcinoma,COAD,TCGA-AD-A5EJ-01,AD,10
Colon adenocarcinoma,COAD,TCGA-AM-5820-01,AM,10
Colon adenocarcinoma,COAD,TCGA-AM-5821-01,AM,10
Colon adenocarcinoma,COAD,TCGA-AU-6004-01,AU,10
Colon adenocarcinoma,COAD,TCGA-AY-5543-01,AY,10
Colon adenocarcinoma,COAD,TCGA-AY-6196-01,AY,10
Colon adenocarcinoma,COAD,TCGA-AY-6197-01,AY,10
Colon adenocarcinoma,COAD,TCGA-AY-6386-01,AY,10
Colon adenocarcinoma,COAD,TCGA-AY-A54L-01,AY,10
Colon adenocarcinoma,COAD,TCGA-AY-A69D-01,AY,10
Colon adenocarcinoma,COAD,TCGA-AY-A71X-01,AY,10
Colon adenocarcinoma,COAD,TCGA-AY-A8YK-01,AY,10
Colon adenocarcinoma,COAD,TCGA-AZ-4308-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-4315-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-4323-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-4614-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-4615-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-4682-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-4684-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-5407-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-6598-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-6599-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-6600-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-6603-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-6605-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-6606-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-AZ-6607-01,AZ,10
Colon adenocarcinoma,COAD,TCGA-CA-5254-01,CA,10
Colon adenocarcinoma,COAD,TCGA-CA-5255-01,CA,10
Colon adenocarcinoma,COAD,TCGA-CA-5256-01,CA,10
Colon adenocarcinoma,COAD,TCGA-CA-5796-01,CA,10
Colon adenocarcinoma,COAD,TCGA-CA-5797-01,CA,10
Colon adenocarcinoma,COAD,TCGA-CA-6715-01,CA,10
Colon adenocarcinoma,COAD,TCGA-CA-6716-01,CA,10
Colon adenocarcinoma,COAD,TCGA-CA-6717-01,CA,10
Colon adenocarcinoma,COAD,TCGA-CA-6718-01,CA,10
Colon adenocarcinoma,COAD,TCGA-CA-6719-01,CA,10
Colon adenocarcinoma,COAD,TCGA-CK-5914-01,CK,10
Colon adenocarcinoma,COAD,TCGA-CK-5916-01,CK,10
Colon adenocarcinoma,COAD,TCGA-CK-6746-01,CK,10
Colon adenocarcinoma,COAD,TCGA-CK-6747-01,CK,10
Colon adenocarcinoma,COAD,TCGA-CK-6748-01,CK,10
Colon adenocarcinoma,COAD,TCGA-CK-6751-01,CK,10
Colon adenocarcinoma,COAD,TCGA-CM-4743-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-4744-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-4746-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-4747-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-4748-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-4750-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-4752-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-5341-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-5344-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-5348-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-5349-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-5860-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-5861-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-5862-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-5863-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-5864-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-5868-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6161-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6162-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6163-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6165-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6166-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6167-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6168-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6169-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6170-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6171-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6172-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6674-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6675-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6676-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6677-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6678-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6679-01,CM,10
Colon adenocarcinoma,COAD,TCGA-CM-6680-01,CM,10
Colon adenocarcinoma,COAD,TCGA-D5-5539-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-5540-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-5541-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6529-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6530-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6531-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6532-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6533-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6534-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6535-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6536-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6537-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6538-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6539-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6540-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6541-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6920-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6922-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6923-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6924-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6926-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6927-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6928-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6930-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6931-01,D5,10
Colon adenocarcinoma,COAD,TCGA-D5-6932-01,D5,10
Colon adenocarcinoma,COAD,TCGA-DM-A0X9-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A0XF-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A1D0-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A1D4-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A1D6-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A1D7-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A1D8-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A1D9-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A1DA-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A1DB-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A1HA-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A1HB-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A280-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A282-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A288-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A28A-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A28C-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A28E-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A28F-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A28G-01,DM,10
Colon adenocarcinoma,COAD,TCGA-DM-A28M-01,DM,10
Colon adenocarcinoma,COAD,TCGA-F4-6459-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6460-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6461-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6463-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6569-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6570-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6703-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6704-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6805-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6806-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6807-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6808-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6809-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6854-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6855-01,F4,10
Colon adenocarcinoma,COAD,TCGA-F4-6856-01,F4,10
Colon adenocarcinoma,COAD,TCGA-G4-6293-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6294-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6295-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6297-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6298-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6299-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6302-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6303-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6304-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6306-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6307-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6309-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6311-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6315-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6317-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6317-02,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6320-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6321-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6322-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6323-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6586-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6588-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6626-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6627-01,G4,10
Colon adenocarcinoma,COAD,TCGA-G4-6628-01,G4,10
Colon adenocarcinoma,COAD,TCGA-NH-A50T-01,NH,10
Colon adenocarcinoma,COAD,TCGA-NH-A50V-01,NH,10
Colon adenocarcinoma,COAD,TCGA-NH-A5IV-01,NH,10
Colon adenocarcinoma,COAD,TCGA-NH-A6GA-01,NH,10
Colon adenocarcinoma,COAD,TCGA-NH-A6GB-01,NH,10
Colon adenocarcinoma,COAD,TCGA-NH-A6GC-01,NH,10
Colon adenocarcinoma,COAD,TCGA-NH-A8F7-01,NH,10
Colon adenocarcinoma,COAD,TCGA-NH-A8F7-06,NH,10
Colon adenocarcinoma,COAD,TCGA-NH-A8F8-01,NH,10
Colon adenocarcinoma,COAD,TCGA-QG-A5YV-01,QG,10
Colon adenocarcinoma,COAD,TCGA-QG-A5YW-01,QG,10
Colon adenocarcinoma,COAD,TCGA-QG-A5YX-01,QG,10
Colon adenocarcinoma,COAD,TCGA-QG-A5Z1-01,QG,10
Colon adenocarcinoma,COAD,TCGA-QG-A5Z2-01,QG,10
Colon adenocarcinoma,COAD,TCGA-QL-A97D-01,QL,10
Colon adenocarcinoma,COAD,TCGA-RU-A8FL-01,RU,10
Colon adenocarcinoma,COAD,TCGA-SS-A7HO-01,SS,10
Colon adenocarcinoma,COAD,TCGA-T9-A92H-01,T9,10
Sarcoma,SARC,TCGA-3B-A9HI-01,3B,11
Sarcoma,SARC,TCGA-3B-A9HJ-01,3B,11
Sarcoma,SARC,TCGA-3B-A9HL-01,3B,11
Sarcoma,SARC,TCGA-3B-A9HV-01,3B,11
Sarcoma,SARC,TCGA-3B-A9I1-01,3B,11
Sarcoma,SARC,TCGA-3B-A9I3-01,3B,11
Sarcoma,SARC,TCGA-3R-A8YX-01,3R,11
Sarcoma,SARC,TCGA-DX-A1KU-01,DX,11
Sarcoma,SARC,TCGA-DX-A1KW-01,DX,11
Sarcoma,SARC,TCGA-DX-A1KX-01,DX,11
Sarcoma,SARC,TCGA-DX-A1KY-01,DX,11
Sarcoma,SARC,TCGA-DX-A1KZ-01,DX,11
Sarcoma,SARC,TCGA-DX-A1L0-01,DX,11
Sarcoma,SARC,TCGA-DX-A1L1-01,DX,11
Sarcoma,SARC,TCGA-DX-A1L2-01,DX,11
Sarcoma,SARC,TCGA-DX-A1L3-01,DX,11
Sarcoma,SARC,TCGA-DX-A1L4-01,DX,11
Sarcoma,SARC,TCGA-DX-A23R-01,DX,11
Sarcoma,SARC,TCGA-DX-A23T-01,DX,11
Sarcoma,SARC,TCGA-DX-A23U-01,DX,11
Sarcoma,SARC,TCGA-DX-A23V-01,DX,11
Sarcoma,SARC,TCGA-DX-A23Y-01,DX,11
Sarcoma,SARC,TCGA-DX-A23Z-01,DX,11
Sarcoma,SARC,TCGA-DX-A240-01,DX,11
Sarcoma,SARC,TCGA-DX-A2IZ-01,DX,11
Sarcoma,SARC,TCGA-DX-A2J0-01,DX,11
Sarcoma,SARC,TCGA-DX-A2J1-01,DX,11
Sarcoma,SARC,TCGA-DX-A2J4-01,DX,11
Sarcoma,SARC,TCGA-DX-A3LS-01,DX,11
Sarcoma,SARC,TCGA-DX-A3LT-01,DX,11
Sarcoma,SARC,TCGA-DX-A3LU-01,DX,11
Sarcoma,SARC,TCGA-DX-A3LW-01,DX,11
Sarcoma,SARC,TCGA-DX-A3LY-01,DX,11
Sarcoma,SARC,TCGA-DX-A3M1-01,DX,11
Sarcoma,SARC,TCGA-DX-A3M2-01,DX,11
Sarcoma,SARC,TCGA-DX-A3U5-01,DX,11
Sarcoma,SARC,TCGA-DX-A3U6-01,DX,11
Sarcoma,SARC,TCGA-DX-A3U7-01,DX,11
Sarcoma,SARC,TCGA-DX-A3U8-01,DX,11
Sarcoma,SARC,TCGA-DX-A3U9-01,DX,11
Sarcoma,SARC,TCGA-DX-A3UA-01,DX,11
Sarcoma,SARC,TCGA-DX-A3UB-01,DX,11
Sarcoma,SARC,TCGA-DX-A3UC-01,DX,11
Sarcoma,SARC,TCGA-DX-A3UD-01,DX,11
Sarcoma,SARC,TCGA-DX-A3UE-01,DX,11
Sarcoma,SARC,TCGA-DX-A3UF-01,DX,11
Sarcoma,SARC,TCGA-DX-A48J-01,DX,11
Sarcoma,SARC,TCGA-DX-A48K-01,DX,11
Sarcoma,SARC,TCGA-DX-A48L-01,DX,11
Sarcoma,SARC,TCGA-DX-A48N-01,DX,11
Sarcoma,SARC,TCGA-DX-A48O-01,DX,11
Sarcoma,SARC,TCGA-DX-A48P-01,DX,11
Sarcoma,SARC,TCGA-DX-A48R-01,DX,11
Sarcoma,SARC,TCGA-DX-A48U-01,DX,11
Sarcoma,SARC,TCGA-DX-A6B7-01,DX,11
Sarcoma,SARC,TCGA-DX-A6B8-01,DX,11
Sarcoma,SARC,TCGA-DX-A6B9-01,DX,11
Sarcoma,SARC,TCGA-DX-A6BA-01,DX,11
Sarcoma,SARC,TCGA-DX-A6BB-01,DX,11
Sarcoma,SARC,TCGA-DX-A6BE-01,DX,11
Sarcoma,SARC,TCGA-DX-A6BF-01,DX,11
Sarcoma,SARC,TCGA-DX-A6BG-01,DX,11
Sarcoma,SARC,TCGA-DX-A6BH-01,DX,11
Sarcoma,SARC,TCGA-DX-A6YQ-01,DX,11
Sarcoma,SARC,TCGA-DX-A6YS-01,DX,11
Sarcoma,SARC,TCGA-DX-A6YT-01,DX,11
Sarcoma,SARC,TCGA-DX-A6YU-01,DX,11
Sarcoma,SARC,TCGA-DX-A6YV-01,DX,11
Sarcoma,SARC,TCGA-DX-A6YX-01,DX,11
Sarcoma,SARC,TCGA-DX-A6YZ-01,DX,11
Sarcoma,SARC,TCGA-DX-A6Z0-01,DX,11
Sarcoma,SARC,TCGA-DX-A6Z2-01,DX,11
Sarcoma,SARC,TCGA-DX-A7EF-01,DX,11
Sarcoma,SARC,TCGA-DX-A7EI-01,DX,11
Sarcoma,SARC,TCGA-DX-A7EL-01,DX,11
Sarcoma,SARC,TCGA-DX-A7EM-01,DX,11
Sarcoma,SARC,TCGA-DX-A7EN-01,DX,11
Sarcoma,SARC,TCGA-DX-A7EQ-01,DX,11
Sarcoma,SARC,TCGA-DX-A7ER-01,DX,11
Sarcoma,SARC,TCGA-DX-A7ES-01,DX,11
Sarcoma,SARC,TCGA-DX-A7ET-01,DX,11
Sarcoma,SARC,TCGA-DX-A7EU-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BG-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BH-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BJ-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BK-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BL-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BM-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BN-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BO-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BP-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BQ-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BR-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BS-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BT-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BU-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BV-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BX-01,DX,11
Sarcoma,SARC,TCGA-DX-A8BZ-01,DX,11
Sarcoma,SARC,TCGA-DX-AATS-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2E-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2F-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2G-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2H-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2J-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2L-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2O-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2P-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2Q-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2S-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2T-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2V-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2W-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2X-01,DX,11
Sarcoma,SARC,TCGA-DX-AB2Z-01,DX,11
Sarcoma,SARC,TCGA-DX-AB30-01,DX,11
Sarcoma,SARC,TCGA-DX-AB32-01,DX,11
Sarcoma,SARC,TCGA-DX-AB35-01,DX,11
Sarcoma,SARC,TCGA-DX-AB36-01,DX,11
Sarcoma,SARC,TCGA-DX-AB37-01,DX,11
Sarcoma,SARC,TCGA-DX-AB3A-01,DX,11
Sarcoma,SARC,TCGA-DX-AB3B-01,DX,11
Sarcoma,SARC,TCGA-DX-AB3C-01,DX,11
Sarcoma,SARC,TCGA-FX-A2QS-01,FX,11
Sarcoma,SARC,TCGA-FX-A3NJ-01,FX,11
Sarcoma,SARC,TCGA-FX-A3RE-01,FX,11
Sarcoma,SARC,TCGA-FX-A3TO-01,FX,11
Sarcoma,SARC,TCGA-HB-A3L4-01,HB,11
Sarcoma,SARC,TCGA-HB-A3YV-01,HB,11
Sarcoma,SARC,TCGA-HB-A43Z-01,HB,11
Sarcoma,SARC,TCGA-HB-A5W3-01,HB,11
Sarcoma,SARC,TCGA-HS-A5N7-01,HS,11
Sarcoma,SARC,TCGA-HS-A5N8-01,HS,11
Sarcoma,SARC,TCGA-HS-A5NA-01,HS,11
Sarcoma,SARC,TCGA-IE-A3OV-01,IE,11
Sarcoma,SARC,TCGA-IE-A4EH-01,IE,11
Sarcoma,SARC,TCGA-IE-A4EI-01,IE,11
Sarcoma,SARC,TCGA-IE-A4EJ-01,IE,11
Sarcoma,SARC,TCGA-IE-A4EK-01,IE,11
Sarcoma,SARC,TCGA-IE-A6BZ-01,IE,11
Sarcoma,SARC,TCGA-IS-A3K6-01,IS,11
Sarcoma,SARC,TCGA-IS-A3K7-01,IS,11
Sarcoma,SARC,TCGA-IS-A3K8-01,IS,11
Sarcoma,SARC,TCGA-IS-A3KA-01,IS,11
Sarcoma,SARC,TCGA-IW-A3M4-01,IW,11
Sarcoma,SARC,TCGA-IW-A3M5-01,IW,11
Sarcoma,SARC,TCGA-IW-A3M6-01,IW,11
Sarcoma,SARC,TCGA-JV-A5VE-01,JV,11
Sarcoma,SARC,TCGA-JV-A5VF-01,JV,11
Sarcoma,SARC,TCGA-K1-A3PN-01,K1,11
Sarcoma,SARC,TCGA-K1-A3PN-02,K1,11
Sarcoma,SARC,TCGA-K1-A3PO-01,K1,11
Sarcoma,SARC,TCGA-K1-A42W-01,K1,11
Sarcoma,SARC,TCGA-K1-A42X-01,K1,11
Sarcoma,SARC,TCGA-K1-A42X-02,K1,11
Sarcoma,SARC,TCGA-K1-A6RT-01,K1,11
Sarcoma,SARC,TCGA-K1-A6RU-01,K1,11
Sarcoma,SARC,TCGA-K1-A6RV-01,K1,11
Sarcoma,SARC,TCGA-KF-A41W-01,KF,11
Sarcoma,SARC,TCGA-LI-A67I-01,LI,11
Sarcoma,SARC,TCGA-LI-A9QH-01,LI,11
Sarcoma,SARC,TCGA-MB-A5Y8-01,MB,11
Sarcoma,SARC,TCGA-MB-A5Y9-01,MB,11
Sarcoma,SARC,TCGA-MB-A5YA-01,MB,11
Sarcoma,SARC,TCGA-MB-A8JK-01,MB,11
Sarcoma,SARC,TCGA-MB-A8JL-01,MB,11
Sarcoma,SARC,TCGA-MO-A47P-01,MO,11
Sarcoma,SARC,TCGA-MO-A47R-01,MO,11
Sarcoma,SARC,TCGA-N1-A6IA-01,N1,11
Sarcoma,SARC,TCGA-PC-A5DK-01,PC,11
Sarcoma,SARC,TCGA-PC-A5DL-01,PC,11
Sarcoma,SARC,TCGA-PC-A5DN-01,PC,11
Sarcoma,SARC,TCGA-PC-A5DO-01,PC,11
Sarcoma,SARC,TCGA-PT-A8TR-01,PT,11
Sarcoma,SARC,TCGA-QC-A6FX-01,QC,11
Sarcoma,SARC,TCGA-QC-A7B5-01,QC,11
Sarcoma,SARC,TCGA-QC-AA9N-01,QC,11
Sarcoma,SARC,TCGA-QQ-A5V2-01,QQ,11
Sarcoma,SARC,TCGA-QQ-A5V9-01,QQ,11
Sarcoma,SARC,TCGA-QQ-A5VA-01,QQ,11
Sarcoma,SARC,TCGA-QQ-A5VB-01,QQ,11
Sarcoma,SARC,TCGA-QQ-A5VC-01,QQ,11
Sarcoma,SARC,TCGA-QQ-A8VF-01,QQ,11
Sarcoma,SARC,TCGA-QQ-A8VG-01,QQ,11
Sarcoma,SARC,TCGA-QQ-A8VH-01,QQ,11
Sarcoma,SARC,TCGA-RN-A68Q-01,RN,11
Sarcoma,SARC,TCGA-RN-AAAQ-01,RN,11
Sarcoma,SARC,TCGA-SG-A6Z4-01,SG,11
Sarcoma,SARC,TCGA-SG-A6Z7-01,SG,11
Sarcoma,SARC,TCGA-SG-A849-01,SG,11
Sarcoma,SARC,TCGA-SI-A71O-01,SI,11
Sarcoma,SARC,TCGA-SI-A71P-01,SI,11
Sarcoma,SARC,TCGA-SI-A71Q-01,SI,11
Sarcoma,SARC,TCGA-SI-AA8B-01,SI,11
Sarcoma,SARC,TCGA-SI-AA8C-01,SI,11
Sarcoma,SARC,TCGA-UE-A6QT-01,UE,11
Sarcoma,SARC,TCGA-UE-A6QU-01,UE,11
Sarcoma,SARC,TCGA-VT-A80G-01,VT,11
Sarcoma,SARC,TCGA-VT-A80J-01,VT,11
Sarcoma,SARC,TCGA-VT-A80J-02,VT,11
Sarcoma,SARC,TCGA-WK-A8XX-01,WK,11
Sarcoma,SARC,TCGA-WK-A8Y0-01,WK,11
Sarcoma,SARC,TCGA-WP-A9GB-01,WP,11
Sarcoma,SARC,TCGA-X6-A7W8-01,X6,11
Sarcoma,SARC,TCGA-X6-A7WA-01,X6,11
Sarcoma,SARC,TCGA-X6-A7WB-01,X6,11
Sarcoma,SARC,TCGA-X6-A7WC-01,X6,11
Sarcoma,SARC,TCGA-X6-A7WD-01,X6,11
Sarcoma,SARC,TCGA-X6-A8C2-01,X6,11
Sarcoma,SARC,TCGA-X6-A8C3-01,X6,11
Sarcoma,SARC,TCGA-X6-A8C4-01,X6,11
Sarcoma,SARC,TCGA-X6-A8C5-01,X6,11
Sarcoma,SARC,TCGA-X6-A8C6-01,X6,11
Sarcoma,SARC,TCGA-X6-A8C7-01,X6,11
Sarcoma,SARC,TCGA-X9-A971-01,X9,11
Sarcoma,SARC,TCGA-X9-A973-01,X9,11
Sarcoma,SARC,TCGA-Z4-A9VC-01,Z4,11
Sarcoma,SARC,TCGA-Z4-AAPF-01,Z4,11
Sarcoma,SARC,TCGA-Z4-AAPG-01,Z4,11
Esophageal carcinoma,ESCA,TCGA-2H-A9GF-01,2H,12
Esophageal carcinoma,ESCA,TCGA-2H-A9GI-01,2H,12
Esophageal carcinoma,ESCA,TCGA-2H-A9GL-01,2H,12
Esophageal carcinoma,ESCA,TCGA-2H-A9GQ-01,2H,12
Esophageal carcinoma,ESCA,TCGA-2H-A9GR-01,2H,12
Esophageal carcinoma,ESCA,TCGA-IC-A6RE-01,IC,12
Esophageal carcinoma,ESCA,TCGA-IG-A3I8-01,IG,12
Esophageal carcinoma,ESCA,TCGA-IG-A3QL-01,IG,12
Esophageal carcinoma,ESCA,TCGA-IG-A3Y9-01,IG,12
Esophageal carcinoma,ESCA,TCGA-IG-A3YA-01,IG,12
Esophageal carcinoma,ESCA,TCGA-IG-A3YB-01,IG,12
Esophageal carcinoma,ESCA,TCGA-IG-A3YC-01,IG,12
Esophageal carcinoma,ESCA,TCGA-IG-A4P3-01,IG,12
